,YearSchluessel,Year,Stadt-/Landkreis,Verfügbares Einkommen je Einwohner in EUR,LAND_NAME,LAND_ABK
13074,201313074,2013,Landkreis Nordwestmecklenburg,17389.0,Mecklenburg-Vorpommern,MV
13074,201613074,2016,Landkreis Nordwestmecklenburg,18475.0,Mecklenburg-Vorpommern,MV
13075,200213075,2002,Landkreis Vorpommern-Greifswald,12763.0,Mecklenburg-Vorpommern,MV
13075,200513075,2005,Landkreis Vorpommern-Greifswald,13556.0,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,15004.0,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,16124.0,Mecklenburg-Vorpommern,MV
13075,201613075,2016,Landkreis Vorpommern-Greifswald,17303.0,Mecklenburg-Vorpommern,MV
13076,200213076,2002,Landkreis Ludwigslust-Parchim,13785.0,Mecklenburg-Vorpommern,MV
13076,200513076,2005,Landkreis Ludwigslust-Parchim,14928.0,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,16635.0,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,18230.0,Mecklenburg-Vorpommern,MV
13076,201613076,2016,Landkreis Ludwigslust-Parchim,19149.0,Mecklenburg-Vorpommern,MV
14511,200214511,2002,Chemnitz,14956.0,Sachsen,SN
14511,200514511,2005,Chemnitz,15761.0,Sachsen,SN
14511,200914511,2009,Chemnitz,17270.0,Sachsen,SN
14511,201314511,2013,Chemnitz,18542.0,Sachsen,SN
14511,201614511,2016,Chemnitz,19659.0,Sachsen,SN
14521,200214521,2002,Erzgebirgskreis,13815.0,Sachsen,SN
14521,200514521,2005,Erzgebirgskreis,14423.0,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,15989.0,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,17475.0,Sachsen,SN
14521,201614521,2016,Erzgebirgskreis,19216.0,Sachsen,SN
14522,200214522,2002,Landkreis Mittelsachsen,14134.0,Sachsen,SN
14522,200514522,2005,Landkreis Mittelsachsen,14924.0,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,16438.0,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,17944.0,Sachsen,SN
14522,201614522,2016,Landkreis Mittelsachsen,19433.0,Sachsen,SN
14523,200214523,2002,Vogtlandkreis,14368.0,Sachsen,SN
14523,200514523,2005,Vogtlandkreis,15035.0,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,16526.0,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,17944.0,Sachsen,SN
14523,201614523,2016,Vogtlandkreis,19311.0,Sachsen,SN
14524,200214524,2002,Kreis Zwickau,14257.0,Sachsen,SN
14524,200514524,2005,Kreis Zwickau,14990.0,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,16531.0,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,18238.0,Sachsen,SN
14524,201614524,2016,Kreis Zwickau,19959.0,Sachsen,SN
14612,200214612,2002,Dresden,15202.0,Sachsen,SN
14612,200514612,2005,Dresden,16021.0,Sachsen,SN
14612,200914612,2009,Dresden,16967.0,Sachsen,SN
14612,201314612,2013,Dresden,18026.0,Sachsen,SN
14612,201614612,2016,Dresden,18922.0,Sachsen,SN
14625,200214625,2002,Landkreis Bautzen,13927.0,Sachsen,SN
14625,200514625,2005,Landkreis Bautzen,14731.0,Sachsen,SN
14625,200914625,2009,Landkreis Bautzen,16451.0,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,17998.0,Sachsen,SN
14625,201614625,2016,Landkreis Bautzen,19467.0,Sachsen,SN
14626,200214626,2002,Landkreis Görlitz,13290.0,Sachsen,SN
14626,200514626,2005,Landkreis Görlitz,13922.0,Sachsen,SN
14626,200914626,2009,Landkreis Görlitz,15347.0,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,16792.0,Sachsen,SN
14626,201614626,2016,Landkreis Görlitz,18287.0,Sachsen,SN
14627,200214627,2002,Landkreis Meissen,14191.0,Sachsen,SN
14627,200514627,2005,Landkreis Meissen,15282.0,Sachsen,SN
14627,200914627,2009,Landkreis Meissen,17002.0,Sachsen,SN
14627,201314627,2013,Landkreis Meissen,18517.0,Sachsen,SN
14627,201614627,2016,Landkreis Meissen,20022.0,Sachsen,SN
14628,200214628,2002,Landkreis Sächsische Schweiz-Osterzgebirge,14470.0,Sachsen,SN
14628,200514628,2005,Landkreis Sächsische Schweiz-Osterzgebirge,15377.0,Sachsen,SN
14628,200914628,2009,Landkreis Sächsische Schweiz-Osterzgebirge,16917.0,Sachsen,SN
14628,201314628,2013,Landkreis Sächsische Schweiz-Osterzgebirge,18371.0,Sachsen,SN
14628,201614628,2016,Landkreis Sächsische Schweiz-Osterzgebirge,19758.0,Sachsen,SN
14713,200214713,2002,Leipzig,14295.0,Sachsen,SN
14713,200514713,2005,Leipzig,15099.0,Sachsen,SN
14713,200914713,2009,Leipzig,16303.0,Sachsen,SN
14713,201314713,2013,Leipzig,17451.0,Sachsen,SN
14713,201614713,2016,Leipzig,17770.0,Sachsen,SN
14729,200214729,2002,Landkreis Leipzig,14340.0,Sachsen,SN
14729,200514729,2005,Landkreis Leipzig,15389.0,Sachsen,SN
14729,200914729,2009,Landkreis Leipzig,17152.0,Sachsen,SN
14729,201314729,2013,Landkreis Leipzig,19064.0,Sachsen,SN
14729,201614729,2016,Landkreis Leipzig,20438.0,Sachsen,SN
14730,200214730,2002,Landkreis Nordsachsen,13888.0,Sachsen,SN
14730,200514730,2005,Landkreis Nordsachsen,14698.0,Sachsen,SN
14730,200914730,2009,Landkreis Nordsachsen,16069.0,Sachsen,SN
14730,201314730,2013,Landkreis Nordsachsen,17795.0,Sachsen,SN
14730,201614730,2016,Landkreis Nordsachsen,18980.0,Sachsen,SN
15001,200215001,2002,Dessau-Rosslau,13864.0,Sachsen-Anhalt,ST
15001,200515001,2005,Dessau-Rosslau,14681.0,Sachsen-Anhalt,ST
15001,200915001,2009,Dessau-Rosslau,16031.0,Sachsen-Anhalt,ST
15001,201315001,2013,Dessau-Rosslau,17600.0,Sachsen-Anhalt,ST
15001,201615001,2016,Dessau-Rosslau,19294.0,Sachsen-Anhalt,ST
15002,200215002,2002,Halle (Saale),13619.0,Sachsen-Anhalt,ST
15002,200515002,2005,Halle (Saale),13862.0,Sachsen-Anhalt,ST
15002,200915002,2009,Halle (Saale),15341.0,Sachsen-Anhalt,ST
15002,201315002,2013,Halle (Saale),16201.0,Sachsen-Anhalt,ST
15002,201615002,2016,Halle (Saale),17218.0,Sachsen-Anhalt,ST
15003,200215003,2002,Magdeburg,13736.0,Sachsen-Anhalt,ST
15003,200515003,2005,Magdeburg,14472.0,Sachsen-Anhalt,ST
15003,200915003,2009,Magdeburg,15897.0,Sachsen-Anhalt,ST
15003,201315003,2013,Magdeburg,17095.0,Sachsen-Anhalt,ST
15003,201615003,2016,Magdeburg,18206.0,Sachsen-Anhalt,ST
15081,200215081,2002,Altmarkkreis Salzwedel,13446.0,Sachsen-Anhalt,ST
15081,200515081,2005,Altmarkkreis Salzwedel,14373.0,Sachsen-Anhalt,ST
15081,200915081,2009,Altmarkkreis Salzwedel,15970.0,Sachsen-Anhalt,ST
15081,201315081,2013,Altmarkkreis Salzwedel,18204.0,Sachsen-Anhalt,ST
15081,201615081,2016,Altmarkkreis Salzwedel,19255.0,Sachsen-Anhalt,ST
15082,200215082,2002,Landkreis Anhalt-Bitterfeld,13042.0,Sachsen-Anhalt,ST
15082,200515082,2005,Landkreis Anhalt-Bitterfeld,14016.0,Sachsen-Anhalt,ST
15082,200915082,2009,Landkreis Anhalt-Bitterfeld,15666.0,Sachsen-Anhalt,ST
15082,201315082,2013,Landkreis Anhalt-Bitterfeld,17214.0,Sachsen-Anhalt,ST
15082,201615082,2016,Landkreis Anhalt-Bitterfeld,18669.0,Sachsen-Anhalt,ST
15083,200215083,2002,Landkreis Börde,13884.0,Sachsen-Anhalt,ST
15083,200515083,2005,Landkreis Börde,14745.0,Sachsen-Anhalt,ST
15083,200915083,2009,Landkreis Börde,16599.0,Sachsen-Anhalt,ST
15083,201315083,2013,Landkreis Börde,18521.0,Sachsen-Anhalt,ST
15083,201615083,2016,Landkreis Börde,19778.0,Sachsen-Anhalt,ST
15084,200215084,2002,Burgenlandkreis,13577.0,Sachsen-Anhalt,ST
15084,200515084,2005,Burgenlandkreis,14356.0,Sachsen-Anhalt,ST
15084,200915084,2009,Burgenlandkreis,15905.0,Sachsen-Anhalt,ST
15084,201315084,2013,Burgenlandkreis,17409.0,Sachsen-Anhalt,ST
15084,201615084,2016,Burgenlandkreis,18674.0,Sachsen-Anhalt,ST
15085,200215085,2002,Landkreis Harz,13445.0,Sachsen-Anhalt,ST
15085,200515085,2005,Landkreis Harz,14165.0,Sachsen-Anhalt,ST
15085,200915085,2009,Landkreis Harz,15832.0,Sachsen-Anhalt,ST
15085,201315085,2013,Landkreis Harz,17409.0,Sachsen-Anhalt,ST
15085,201615085,2016,Landkreis Harz,18785.0,Sachsen-Anhalt,ST
15086,200215086,2002,Landkreis Jerichower Land,13643.0,Sachsen-Anhalt,ST
15086,200515086,2005,Landkreis Jerichower Land,15080.0,Sachsen-Anhalt,ST
15086,200915086,2009,Landkreis Jerichower Land,17073.0,Sachsen-Anhalt,ST
15086,201315086,2013,Landkreis Jerichower Land,18497.0,Sachsen-Anhalt,ST
15086,201615086,2016,Landkreis Jerichower Land,19626.0,Sachsen-Anhalt,ST
15087,200215087,2002,Landkreis Mansfeld-Südharz,13115.0,Sachsen-Anhalt,ST
15087,200515087,2005,Landkreis Mansfeld-Südharz,13850.0,Sachsen-Anhalt,ST
15087,200915087,2009,Landkreis Mansfeld-Südharz,15381.0,Sachsen-Anhalt,ST
15087,201315087,2013,Landkreis Mansfeld-Südharz,16690.0,Sachsen-Anhalt,ST
15087,201615087,2016,Landkreis Mansfeld-Südharz,18203.0,Sachsen-Anhalt,ST
15088,200215088,2002,Saalekreis,13617.0,Sachsen-Anhalt,ST
15088,200515088,2005,Saalekreis,14547.0,Sachsen-Anhalt,ST
15088,200915088,2009,Saalekreis,16494.0,Sachsen-Anhalt,ST
15088,201315088,2013,Saalekreis,18144.0,Sachsen-Anhalt,ST
15088,201615088,2016,Saalekreis,19664.0,Sachsen-Anhalt,ST
15089,200215089,2002,Salzlandkreis,12866.0,Sachsen-Anhalt,ST
15089,200515089,2005,Salzlandkreis,13634.0,Sachsen-Anhalt,ST
15089,200915089,2009,Salzlandkreis,15226.0,Sachsen-Anhalt,ST
15089,201315089,2013,Salzlandkreis,16746.0,Sachsen-Anhalt,ST
15089,201615089,2016,Salzlandkreis,18207.0,Sachsen-Anhalt,ST
15090,200215090,2002,Landkreis Stendal,12719.0,Sachsen-Anhalt,ST
15090,200515090,2005,Landkreis Stendal,13540.0,Sachsen-Anhalt,ST
15090,200915090,2009,Landkreis Stendal,15053.0,Sachsen-Anhalt,ST
15090,201315090,2013,Landkreis Stendal,16762.0,Sachsen-Anhalt,ST
15090,201615090,2016,Landkreis Stendal,17921.0,Sachsen-Anhalt,ST
15091,200215091,2002,Landkreis Wittenberg,13182.0,Sachsen-Anhalt,ST
15091,200515091,2005,Landkreis Wittenberg,14306.0,Sachsen-Anhalt,ST
15091,200915091,2009,Landkreis Wittenberg,16017.0,Sachsen-Anhalt,ST
15091,201315091,2013,Landkreis Wittenberg,17650.0,Sachsen-Anhalt,ST
15091,201615091,2016,Landkreis Wittenberg,19112.0,Sachsen-Anhalt,ST
16051,200216051,2002,Erfurt,14481.0,Thüringen,TH
16051,200516051,2005,Erfurt,14983.0,Thüringen,TH
16051,200916051,2009,Erfurt,16232.0,Thüringen,TH
16051,201316051,2013,Erfurt,17547.0,Thüringen,TH
16051,201616051,2016,Erfurt,18601.0,Thüringen,TH
16052,200216052,2002,Gera,14265.0,Thüringen,TH
16052,200516052,2005,Gera,15138.0,Thüringen,TH
16052,200916052,2009,Gera,16343.0,Thüringen,TH
16052,201316052,2013,Gera,17539.0,Thüringen,TH
16052,201616052,2016,Gera,18891.0,Thüringen,TH
16053,200216053,2002,Jena,13880.0,Thüringen,TH
16053,200516053,2005,Jena,14278.0,Thüringen,TH
16053,200916053,2009,Jena,15690.0,Thüringen,TH
16053,201316053,2013,Jena,16970.0,Thüringen,TH
16053,201616053,2016,Jena,18030.0,Thüringen,TH
16054,200216054,2002,Suhl,15022.0,Thüringen,TH
16054,200516054,2005,Suhl,15973.0,Thüringen,TH
16054,200916054,2009,Suhl,17532.0,Thüringen,TH
16054,201316054,2013,Suhl,19153.0,Thüringen,TH
16054,201616054,2016,Suhl,20698.0,Thüringen,TH
16055,200216055,2002,Weimar,13871.0,Thüringen,TH
16055,200516055,2005,Weimar,14568.0,Thüringen,TH
16055,200916055,2009,Weimar,15873.0,Thüringen,TH
16055,201316055,2013,Weimar,17230.0,Thüringen,TH
16055,201616055,2016,Weimar,18635.0,Thüringen,TH
16056,200216056,2002,Eisenach,14533.0,Thüringen,TH
16056,200516056,2005,Eisenach,15400.0,Thüringen,TH
16056,200916056,2009,Eisenach,16383.0,Thüringen,TH
16056,201316056,2013,Eisenach,17727.0,Thüringen,TH
16056,201616056,2016,Eisenach,19062.0,Thüringen,TH
16061,200216061,2002,Landkreis Eichsfeld,13391.0,Thüringen,TH
16061,200516061,2005,Landkreis Eichsfeld,14143.0,Thüringen,TH
16061,200916061,2009,Landkreis Eichsfeld,16101.0,Thüringen,TH
16061,201316061,2013,Landkreis Eichsfeld,17659.0,Thüringen,TH
16061,201616061,2016,Landkreis Eichsfeld,19127.0,Thüringen,TH
16062,200216062,2002,Landkreis Nordhausen,13290.0,Thüringen,TH
16062,200516062,2005,Landkreis Nordhausen,14041.0,Thüringen,TH
16062,200916062,2009,Landkreis Nordhausen,15284.0,Thüringen,TH
16062,201316062,2013,Landkreis Nordhausen,16690.0,Thüringen,TH
16062,201616062,2016,Landkreis Nordhausen,17911.0,Thüringen,TH
16063,200216063,2002,Landkreis Wartburgkreis,14117.0,Thüringen,TH
16063,200516063,2005,Landkreis Wartburgkreis,14938.0,Thüringen,TH
16063,200916063,2009,Landkreis Wartburgkreis,16499.0,Thüringen,TH
16063,201316063,2013,Landkreis Wartburgkreis,18512.0,Thüringen,TH
16063,201616063,2016,Landkreis Wartburgkreis,19832.0,Thüringen,TH
16064,200216064,2002,Landkreis Unstrut-Hainich-Kreis,13398.0,Thüringen,TH
16064,200516064,2005,Landkreis Unstrut-Hainich-Kreis,14072.0,Thüringen,TH
16064,200916064,2009,Landkreis Unstrut-Hainich-Kreis,15575.0,Thüringen,TH
16064,201316064,2013,Landkreis Unstrut-Hainich-Kreis,17118.0,Thüringen,TH
16064,201616064,2016,Landkreis Unstrut-Hainich-Kreis,18213.0,Thüringen,TH
16065,200216065,2002,Landkreis Kyffhäuserkreis,12641.0,Thüringen,TH
16065,200516065,2005,Landkreis Kyffhäuserkreis,13367.0,Thüringen,TH
16065,200916065,2009,Landkreis Kyffhäuserkreis,14774.0,Thüringen,TH
16065,201316065,2013,Landkreis Kyffhäuserkreis,16385.0,Thüringen,TH
16065,201616065,2016,Landkreis Kyffhäuserkreis,17708.0,Thüringen,TH
16066,200216066,2002,Landkreis Schmalkalden-Meiningen,14267.0,Thüringen,TH
16066,200516066,2005,Landkreis Schmalkalden-Meiningen,15103.0,Thüringen,TH
16066,200916066,2009,Landkreis Schmalkalden-Meiningen,16661.0,Thüringen,TH
16066,201316066,2013,Landkreis Schmalkalden-Meiningen,18250.0,Thüringen,TH
16066,201616066,2016,Landkreis Schmalkalden-Meiningen,19992.0,Thüringen,TH
16067,200216067,2002,Landkreis Gotha,13677.0,Thüringen,TH
16067,200516067,2005,Landkreis Gotha,14495.0,Thüringen,TH
16067,200916067,2009,Landkreis Gotha,15969.0,Thüringen,TH
16067,201316067,2013,Landkreis Gotha,17549.0,Thüringen,TH
16067,201616067,2016,Landkreis Gotha,18780.0,Thüringen,TH
16068,200216068,2002,Landkreis Sömmerda,13688.0,Thüringen,TH
16068,200516068,2005,Landkreis Sömmerda,14318.0,Thüringen,TH
16068,200916068,2009,Landkreis Sömmerda,15761.0,Thüringen,TH
16068,201316068,2013,Landkreis Sömmerda,17473.0,Thüringen,TH
16068,201616068,2016,Landkreis Sömmerda,18790.0,Thüringen,TH
16069,200216069,2002,Landkreis Hildburghausen,14244.0,Thüringen,TH
16069,200516069,2005,Landkreis Hildburghausen,14876.0,Thüringen,TH
16069,200916069,2009,Landkreis Hildburghausen,16493.0,Thüringen,TH
16069,201316069,2013,Landkreis Hildburghausen,18021.0,Thüringen,TH
16069,201616069,2016,Landkreis Hildburghausen,19529.0,Thüringen,TH
16070,200216070,2002,Landkreis Ilm-Kreis,13559.0,Thüringen,TH
16070,200516070,2005,Landkreis Ilm-Kreis,14319.0,Thüringen,TH
16070,200916070,2009,Landkreis Ilm-Kreis,16080.0,Thüringen,TH
16070,201316070,2013,Landkreis Ilm-Kreis,17437.0,Thüringen,TH
16070,201616070,2016,Landkreis Ilm-Kreis,18691.0,Thüringen,TH
16071,200216071,2002,Landkreis Weimarer Land,13366.0,Thüringen,TH
16071,200516071,2005,Landkreis Weimarer Land,14310.0,Thüringen,TH
16071,200916071,2009,Landkreis Weimarer Land,16121.0,Thüringen,TH
16071,201316071,2013,Landkreis Weimarer Land,17974.0,Thüringen,TH
16071,201616071,2016,Landkreis Weimarer Land,19053.0,Thüringen,TH
16072,200216072,2002,Landkreis Sonneberg,14643.0,Thüringen,TH
16072,200516072,2005,Landkreis Sonneberg,15384.0,Thüringen,TH
16072,200916072,2009,Landkreis Sonneberg,16861.0,Thüringen,TH
16072,201316072,2013,Landkreis Sonneberg,18325.0,Thüringen,TH
16072,201616072,2016,Landkreis Sonneberg,19995.0,Thüringen,TH
16073,200216073,2002,Landkreis Saalfeld-Rudolstadt,13739.0,Thüringen,TH
16073,200516073,2005,Landkreis Saalfeld-Rudolstadt,14617.0,Thüringen,TH
16073,200916073,2009,Landkreis Saalfeld-Rudolstadt,16258.0,Thüringen,TH
16073,201316073,2013,Landkreis Saalfeld-Rudolstadt,17782.0,Thüringen,TH
16073,201616073,2016,Landkreis Saalfeld-Rudolstadt,19356.0,Thüringen,TH
16074,200216074,2002,Landkreis Saale-Holzland-Kreis,13932.0,Thüringen,TH
16074,200516074,2005,Landkreis Saale-Holzland-Kreis,14943.0,Thüringen,TH
16074,200916074,2009,Landkreis Saale-Holzland-Kreis,16439.0,Thüringen,TH
16074,201316074,2013,Landkreis Saale-Holzland-Kreis,17915.0,Thüringen,TH
16074,201616074,2016,Landkreis Saale-Holzland-Kreis,18992.0,Thüringen,TH
16075,200216075,2002,Landkreis Saale-Orla-Kreis,13888.0,Thüringen,TH
16075,200516075,2005,Landkreis Saale-Orla-Kreis,14749.0,Thüringen,TH
16075,200916075,2009,Landkreis Saale-Orla-Kreis,16230.0,Thüringen,TH
16075,201316075,2013,Landkreis Saale-Orla-Kreis,17674.0,Thüringen,TH
16075,201616075,2016,Landkreis Saale-Orla-Kreis,19008.0,Thüringen,TH
16076,200216076,2002,Landkreis Greiz,13957.0,Thüringen,TH
16076,200516076,2005,Landkreis Greiz,14795.0,Thüringen,TH
16076,200916076,2009,Landkreis Greiz,16356.0,Thüringen,TH
16076,201316076,2013,Landkreis Greiz,17985.0,Thüringen,TH
16076,201616076,2016,Landkreis Greiz,19502.0,Thüringen,TH
16077,200216077,2002,Landkreis Altenburger Land,13691.0,Thüringen,TH
16077,200516077,2005,Landkreis Altenburger Land,14375.0,Thüringen,TH
16077,200916077,2009,Landkreis Altenburger Land,15564.0,Thüringen,TH
16077,201316077,2013,Landkreis Altenburger Land,17196.0,Thüringen,TH
16077,201616077,2016,Landkreis Altenburger Land,18822.0,Thüringen,TH
3241001,200203241001,2002,Landeshauptstadt Hannover,16412.0,Niedersachsen,NI
3241001,200503241001,2005,Landeshauptstadt Hannover,17781.0,Niedersachsen,NI
3241001,200903241001,2009,Landeshauptstadt Hannover,18424.0,Niedersachsen,NI
3241001,201303241001,2013,Landeshauptstadt Hannover,19387.0,Niedersachsen,NI
3241001,201603241001,2016,Landeshauptstadt Hannover,20365.0,Niedersachsen,NI
10041100,200210041100,2002,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,200510041100,2005,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,200910041100,2009,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,201310041100,2013,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,201610041100,2016,Landeshauptstadt Saarbrücken,,Saarland,SL
11001001,200211001001,2002,Berlin-Mitte,,Berlin,BE
11001001,200511001001,2005,Berlin-Mitte,,Berlin,BE
11001001,200911001001,2009,Berlin-Mitte,,Berlin,BE
11001001,201311001001,2013,Berlin-Mitte,,Berlin,BE
11001001,201611001001,2016,Berlin-Mitte,,Berlin,BE
11002002,200211002002,2002,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,200511002002,2005,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,200911002002,2009,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201311002002,2013,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201611002002,2016,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11003003,200211003003,2002,Berlin-Pankow,,Berlin,BE
11003003,200511003003,2005,Berlin-Pankow,,Berlin,BE
11003003,200911003003,2009,Berlin-Pankow,,Berlin,BE
11003003,201311003003,2013,Berlin-Pankow,,Berlin,BE
11003003,201611003003,2016,Berlin-Pankow,,Berlin,BE
11004004,200211004004,2002,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,200511004004,2005,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,200911004004,2009,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201311004004,2013,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201611004004,2016,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11005005,200211005005,2002,Berlin-Spandau,,Berlin,BE
11005005,200511005005,2005,Berlin-Spandau,,Berlin,BE
11005005,200911005005,2009,Berlin-Spandau,,Berlin,BE
11005005,201311005005,2013,Berlin-Spandau,,Berlin,BE
11005005,201611005005,2016,Berlin-Spandau,,Berlin,BE
11006006,200211006006,2002,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,200511006006,2005,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,200911006006,2009,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201311006006,2013,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201611006006,2016,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11007007,200211007007,2002,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,200511007007,2005,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,200911007007,2009,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201311007007,2013,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201611007007,2016,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11008008,200211008008,2002,Berlin-Neukölln,,Berlin,BE
11008008,200511008008,2005,Berlin-Neukölln,,Berlin,BE
11008008,200911008008,2009,Berlin-Neukölln,,Berlin,BE
11008008,201311008008,2013,Berlin-Neukölln,,Berlin,BE
11008008,201611008008,2016,Berlin-Neukölln,,Berlin,BE
11009009,200211009009,2002,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,200511009009,2005,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,200911009009,2009,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201311009009,2013,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201611009009,2016,Berlin-Treptow-Köpenick,,Berlin,BE
11010010,200211010010,2002,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,200511010010,2005,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,200911010010,2009,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201311010010,2013,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201611010010,2016,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11011011,200211011011,2002,Berlin-Lichtenberg,,Berlin,BE
11011011,200511011011,2005,Berlin-Lichtenberg,,Berlin,BE
11011011,200911011011,2009,Berlin-Lichtenberg,,Berlin,BE
11011011,201311011011,2013,Berlin-Lichtenberg,,Berlin,BE
11011011,201611011011,2016,Berlin-Lichtenberg,,Berlin,BE
11012012,200211012012,2002,Berlin-Reinickendorf,,Berlin,BE
11012012,200511012012,2005,Berlin-Reinickendorf,,Berlin,BE
11012012,200911012012,2009,Berlin-Reinickendorf,,Berlin,BE
11012012,201311012012,2013,Berlin-Reinickendorf,,Berlin,BE
11012012,201611012012,2016,Berlin-Reinickendorf,,Berlin,BE
